i,t,l,k,k_lag,inv,inv_lag,y,x
268,1,0.790609088139699,0.9045917629478591,NA,0.11966842447188272,NA,1.6032342607120325,1
268,2,0.49290951699905117,0.9030211874163133,0.9045917629478591,0.03325462453361225,0.11966842447188272,1.4727032120528343,1
268,3,0.8892833510873743,0.8658171564142318,0.9030211874163133,0.12854883522557023,0.03325462453361225,1.6679433701799753,1
268,4,1.3048749390597272,0.8698903253616032,0.8658171564142318,0.19438118601994292,0.12854883522557023,NA,0
268,5,0.8300788075367768,0.900851281033306,0.8698903253616032,0.11659059265379168,0.19438118601994292,1.8785920730445285,1
268,6,1.135013690904818,0.8982096571785613,0.900851281033306,0.18028750206101504,0.11659059265379168,2.1168605441033206,1
268,7,0.09560586793159784,0.9213701474182285,0.8982096571785613,-0.03140871817852494,0.18028750206101504,0.768465061954126,1
268,8,0.78648534334146325,0.8568318034574913,0.9213701474182285,0.09868572778170852,-0.03140871817852494,1.8485616243151697,1
268,9,0.10100731161009027,0.8486913314795121,0.8568318034574913,-0.03889157387813889,0.09868572778170852,1.1721259945290643,1
268,10,-0.34982341114144055,0.7797220946101074,0.8486913314795121,-0.09484746010121195,-0.03889157387813889,0.492674757419267,1
269,1,-0.5883118231811004,-0.34996490428185134,NA,0.019303740300672906,NA,0.2852919089085638,1
269,2,-0.8743953139786061,-0.3728320252888381,-0.34996490428185134,-0.0021795622326239356,0.019303740300672906,-0.02838751200630192,1
269,3,-0.4179509517227777,-0.4274618022922598,-0.3728320252888381,0.020810997364136143,-0.0021795622326239356,0.7045356342911491,1
269,4,-0.08300810492308866,-0.4457166491825625,-0.4274618022922598,0.044406131667629245,0.020810997364136143,0.6034912823947802,1
269,5,0.05187728647569105,-0.4265563738906342,-0.4457166491825625,0.04392829326882529,0.044406131667629245,0.8552255058300826,1
269,6,0.6262200464932349,-0.4094073089885755,-0.4265563738906342,0.0746553993317194,0.04392829326882529,1.6265630418079775,1
269,7,1.167492152939522,-0.34885287299947143,-0.4094073089885755,0.10987474988124875,0.0746553993317194,1.9328886227750308,1
269,8,1.7269314331647072,-0.24833723347985892,-0.34885287299947143,0.15330087009999518,0.10987474988124875,2.7344603989737286,1
269,9,1.3670818290758484,-0.11161016740010424,-0.24833723347985892,0.14608461960737912,0.15330087009999518,2.0687700605803405,1
269,10,2.3453299972166337,-0.004251193536199045,-0.11161016740010424,0.2245708033948546,0.14608461960737912,3.614574009672701,1
270,1,1.9465697668642805,1.0304833194005583,NA,0.34657627755531945,NA,3.0623483365849764,1
270,2,1.4609603010766874,1.1015663379515759,1.0304833194005583,0.2638896102609089,0.34657627755531945,2.1023219561902877,1
270,3,2.1682393986431463,1.1385766669335209,1.1015663379515759,0.40399626040451914,0.2638896102609089,3.148043363404949,1
270,4,2.3917231468442965,1.2149724765868228,1.1385766669335209,0.5017625752070457,0.40399626040451914,3.14418075278616,1
270,5,2.8630808996812718,1.3092658473873782,1.2149724765868228,0.6629638559762402,0.5017625752070457,NA,0
270,6,2.431239412731753,1.4306090440383923,1.3092658473873782,0.5815807350986091,0.6629638559762402,3.645570202855685,1
270,7,2.8477890727808863,1.5159540262566586,1.4306090440383923,0.7464998840043666,0.5815807350986091,NA,0
270,8,2.5851836257753478,1.6238486128794374,1.5159540262566586,0.6802976645862776,0.7464998840043666,NA,0
270,9,1.9717799950225203,1.7046106430875845,1.6238486128794374,0.4104944725546347,0.6802976645862776,2.950613637454085,1
270,10,2.5695980711030306,1.728957457280009,1.7046106430875845,0.7527216105571253,0.4104944725546347,NA,0
271,1,1.4738347885765648,1.286875848741789,NA,0.22913139196203805,NA,NA,0
271,2,1.7373478109511031,1.3000591024905908,1.286875848741789,0.3386381588298438,0.22913139196203805,NA,0
271,3,1.6943976637281506,1.3414737631682314,1.3000591024905908,0.30800406327293467,0.3386381588298438,2.856516378579447,1
271,4,2.0679712476689236,1.3715477327931072,1.3414737631682314,0.41419852290492276,0.30800406327293467,2.6189373906493896,1
271,5,1.5049667085112441,1.4251718643052707,1.3715477327931072,0.2624352541889805,0.41419852290492276,2.561644598452451,1
271,6,1.2221585745578192,1.4381937630551258,1.4251718643052707,0.15429511330611181,0.2624352541889805,2.363805796468891,1
271,7,1.0975285057805906,1.4247263687060248,1.4381937630551258,0.10367261968000147,0.15429511330611181,2.0997842963801143,1
271,8,1.0831664733996078,1.3993480113309391,1.4247263687060248,0.1245049607072555,0.10367261968000147,NA,0
271,9,1.1102774783114542,1.3798823481916649,1.3993480113309391,0.12905621032956258,0.1245049607072555,1.8283669757894216,1
271,10,0.38404970522510545,1.3621985013647337,1.3798823481916649,-0.08055116932266457,0.12905621032956258,NA,0
272,1,0.9424480202083899,1.0229017898625494,NA,0.1184552222076737,NA,NA,0
272,2,0.07777398990276421,1.015464789149199,1.0229017898625494,-0.08501005392393737,0.1184552222076737,NA,0
272,3,0.17631263866430796,0.9312202707554517,1.015464789149199,-0.029065897540216275,-0.08501005392393737,0.9719959372590823,1
272,4,0.25387946796229643,0.8677967841419952,0.9312202707554517,0.007099505424041664,-0.029065897540216275,1.2581678097677453,1
272,5,0.02291433217873992,0.8196363762451164,0.8677967841419952,-0.054089175114591145,0.007099505424041664,0.5574696717876213,1
272,6,-0.7252596354717236,0.7429375518941231,0.8196363762451164,-0.1423358860421693,-0.054089175114591145,0.051955662217679915,1
272,7,-0.48475552470107497,0.6177016741893436,0.7429375518941231,-0.08431123438919712,-0.1423358860421693,0.15576855810595544,1
272,8,-0.0836258256590968,0.5173738958575407,0.6177016741893436,-1.0600525734808121e-4,-0.08431123438919712,0.9224185485079412,1
272,9,0.7818161828410897,0.4660140855480409,0.5173738958575407,0.10992275572736215,-1.0600525734808121e-4,1.8736974702335414,1
272,10,0.4022794357463667,0.4848126386606277,0.4660140855480409,0.0747778083575736,0.10992275572736215,NA,0
273,1,0.6102592776811563,1.0787062700879377,NA,0.02297629676519498,NA,1.511167559144471,1
273,2,0.5969488471370393,1.0356032892499312,1.0787062700879377,0.05461317320342884,0.02297629676519498,1.4082885721951661,1
273,3,0.6119511056394735,1.0045133050963801,1.0356032892499312,0.0460034820152265,0.05461317320342884,1.5527610725611563,1
273,4,1.4780659594432755,0.9707988311450771,1.0045133050963801,0.2257687255350471,0.0460034820152265,2.5023841219793215,1
273,5,1.382732028474586,1.005699412148815,0.9707988311450771,0.23459844633011112,0.2257687255350471,2.2565110133409405,1
273,6,0.9214831611466909,1.040886484407684,1.005699412148815,0.11934579594498877,0.23459844633011112,1.8460517211830791,1
273,7,0.9309523174192125,1.0330014309750135,1.040886484407684,0.11298474464091858,0.11934579594498877,1.6228560511460288,1
273,8,1.9851582457681232,1.023168702795681,1.0330014309750135,0.3484995895429321,0.11298474464091858,2.757993751351676,1
273,9,1.3455301763629441,1.0957401393431578,1.023168702795681,0.18254231405729984,0.3484995895429321,2.1872039725904755,1
273,10,1.2200593823102626,1.1067022870084855,1.0957401393431578,0.20882527256071984,0.18254231405729984,NA,0
274,1,0.08440490371492276,1.2157826864343855,NA,-0.13741081002969016,NA,0.937534963572794,1
274,2,-0.7998320552534306,1.1206592978413874,1.2157826864343855,-0.3105088410006131,-0.13741081002969016,0.26141488323963324,1
274,3,-0.93133593601557,0.956673425143749,1.1206592978413874,-0.27931572363130097,-0.3105088410006131,-0.01482111227159856,1
274,4,-0.784580777877815,0.7855239874096727,0.956673425143749,-0.18145710744051377,-0.27931572363130097,-0.39334701654912013,1
274,5,0.44488083917576426,0.6431273519105847,0.7855239874096727,0.07017249685333218,-0.18145710744051377,1.422673279474528,1
274,6,1.165867258290405,0.6299264929542057,0.6431273519105847,0.17112671292042425,0.07017249685333218,2.135559705586747,1
274,7,0.38557639815193756,0.670249851781174,0.6299264929542057,0.03790199249425289,0.17112671292042425,1.4327846220570861,1
274,8,1.0235625077859893,0.6391615077313787,0.670249851781174,0.14027920088288598,0.03790199249425289,1.4522186591689075,1
274,9,1.2197003671244493,0.662907533538764,0.6391615077313787,0.16574620150483815,0.14027920088288598,1.4985663281360526,1
274,10,0.8259921069128179,0.6977121929499343,0.662907533538764,0.10886609569516466,0.16574620150483815,NA,0
275,1,-0.857883210802192,0.8017251319748939,NA,-0.19435833836683533,NA,-0.032219002435747636,1
275,2,0.2171236089934904,0.6541755958119606,0.8017251319748939,0.011054869302593619,-0.19435833836683533,0.8607926809748565,1
275,3,0.21451147804477821,0.608913655232876,0.6541755958119606,0.006477195504211914,0.011054869302593619,0.6771105329486147,1
275,4,1.2250524330991748,0.5613221482989916,0.608913655232876,0.16521087478935884,0.006477195504211914,2.1983863604805784,1
275,5,-0.4826523574905746,0.6046165340244652,0.5613221482989916,-0.0862244171954514,0.16521087478935884,0.2769349399469973,1
275,6,-0.5654738103495891,0.5024697287292201,0.6046165340244652,-0.06977350805263145,-0.0862244171954514,0.38451128548536295,1
275,7,-0.19403778364927465,0.40572159484395676,0.5024697287292201,-0.01885620198170651,-0.06977350805263145,0.4262798146855079,1
275,8,-0.29841406609265836,0.3411109884514601,0.40572159484395676,-0.014809676469833792,-0.01885620198170651,0.7608560598918638,1
275,9,-0.6956167465901997,0.27867225196712664,0.3411109884514601,-0.044326358057727284,-0.014809676469833792,0.48093377297402534,1
275,10,-2.2013268949479547,0.1914292284899659,0.27867225196712664,-0.1916976302557599,-0.044326358057727284,-1.3403689445649247,1
276,1,1.869536358141729,1.6549891128757745,NA,0.3398419810383479,NA,NA,0
276,2,2.178934197402994,1.669820393477155,1.6549891128757745,0.5501309947092637,0.3398419810383479,3.1251231165551796,1
276,3,1.3654100631050876,1.7220134728630736,1.669820393477155,0.1835487370328558,0.5501309947092637,NA,0
276,4,2.3711648564354793,1.704665110804159,1.7220134728630736,0.5963017820539402,0.1835487370328558,NA,0
276,5,2.765876056791572,1.7614494296634555,1.704665110804159,0.7725069358420326,0.5963017820539402,NA,0
276,6,2.38208828749106,1.8409196834583663,1.7614494296634555,0.6391645846538171,0.7725069358420326,NA,0
276,7,2.37788276428884,1.8910586134493104,1.8409196834583663,0.6254012311669268,0.6391645846538171,NA,0
276,8,1.8284693718413836,1.9344825286821588,1.8910586134493104,0.35334412857018954,0.6254012311669268,NA,0
276,9,2.5783959008400013,1.935539851086,1.9344825286821588,0.7918029482500488,0.35334412857018954,NA,0
276,10,3.3561408414674587,1.997851372618421,1.935539851086,1.2235444685717443,0.7918029482500488,NA,0
277,1,1.1662252957301416,1.2351966999369717,NA,0.1780531674157088,NA,2.167540499334569,1
277,2,1.5024310341956322,1.2369689942116726,1.2351966999369717,0.22227778551699948,0.1780531674157088,1.9791407000789907,1
277,3,2.898916067317335,1.251383547906476,1.2369689942116726,0.6568331158971813,0.22227778551699948,3.8458971281832954,1
277,4,2.936427399434076,1.3805905513784853,1.251383547906476,0.6922578876252088,0.6568331158971813,3.8765619266740323,1
277,5,2.9346662791342606,1.4975327174065585,1.3805905513784853,0.7644909442994009,0.6922578876252088,NA,0
277,6,3.148316896848694,1.6117559827832433,1.4975327174065585,0.8958149308455098,0.7644909442994009,3.943017324547534,1
277,7,2.856379476934344,1.7328651737607843,1.6117559827832433,0.8268532603615403,0.8958149308455098,NA,0
277,8,2.1516585780532607,1.8246863585175852,1.7328651737607843,0.49812350556632085,0.8268532603615403,NA,0
277,9,1.9889456345943095,1.8545669433405458,1.8246863585175852,0.4718315576104238,0.49812350556632085,NA,0
277,10,2.3646263514790933,1.878138352550162,1.8545669433405458,0.6415992147945455,0.4718315576104238,NA,0
278,1,1.606150353798968,0.3786648647126992,NA,0.21258183355459478,NA,2.474527992648982,1
278,2,1.2255384182821496,0.4699403152143062,0.3786648647126992,0.16852239956362483,0.21258183355459478,1.9974233345002774,1
278,3,1.152812255789789,0.5237968318935329,0.4699403152143062,0.14455035782202125,0.16852239956362483,2.0522792541152546,1
278,4,1.6906375138486718,0.5587898554272112,0.5237968318935329,0.23763158076601013,0.14455035782202125,2.6207251056003,1
278,5,0.638736865389691,0.6412005332387226,0.5587898554272112,0.0909365607225364,0.23763158076601013,1.5426398748189425,1
278,6,0.2768330540449774,0.6390909379246351,0.6412005332387226,0.039448627341231945,0.0909365607225364,1.4685859237364685,1
278,7,0.6213591016330325,0.6094766108500168,0.6390909379246351,0.0989591763409219,0.039448627341231945,1.183009894492106,1
278,8,1.3421077213594081,0.613267122012122,0.6094766108500168,0.19256345278889508,0.0989591763409219,NA,0
278,9,0.9260382686538865,0.6661330070627909,0.613267122012122,0.14977710874669736,0.19256345278889508,1.5915445756389892,1
278,10,0.8903858959227915,0.6927157152703832,0.6661330070627909,0.12439091708401423,0.14977710874669736,1.6207755522785012,1
279,1,1.8881159033792516,1.6907877281927666,NA,0.38172711617671834,NA,NA,0
279,2,2.2943470269593655,1.7109634653977837,1.6907877281927666,0.639123936563758,0.38172711617671834,NA,0
279,3,1.8684792377691994,1.774392939193716,1.7109634653977837,0.380568834477211,0.639123936563758,2.8892741822567722,1
279,4,2.2997410190553293,1.7888275434399645,1.774392939193716,0.5430506778188243,0.380568834477211,NA,0
279,5,3.1748715924354274,1.828792402479933,1.7888275434399645,1.0989155168426166,0.5430506778188243,NA,0
279,6,3.023104362468174,1.9479025249670325,1.828792402479933,1.0280098794889938,1.0989155168426166,NA,0
279,7,2.316876056058027,2.040086229760977,1.9479025249670325,0.6602834232611461,1.0280098794889938,NA,0
279,8,2.39046896167062,2.075307030202286,2.040086229760977,0.6648887306243302,0.6602834232611461,NA,0
279,9,1.0700910148645544,2.1082150006525855,2.075307030202286,-0.12308977576098806,0.6648887306243302,NA,0
279,10,1.4745716678219567,2.041059922555437,2.1082150006525855,0.16814802235852316,-0.12308977576098806,NA,0
280,1,2.245167319765664,1.602229468504912,NA,0.5252818723454805,NA,NA,0
280,2,2.3887627264112123,1.6565437783288923,1.602229468504912,0.6286252343906211,0.5252818723454805,NA,0
280,3,2.2464704033422005,1.7241463360352078,1.6565437783288923,0.5662586980760977,0.6286252343906211,3.202305788206451,1
280,4,1.8000626409501796,1.7738676903229296,1.7241463360352078,0.33587566053189644,0.5662586980760977,NA,0
280,5,1.6732170105465534,1.7808332336994555,1.7738676903229296,0.29380758316810623,0.33587566053189644,2.4466594451825054,1
280,6,0.815332019319854,1.7803390108965809,1.7808332336994555,-0.07362971867228649,0.29380758316810623,2.0867176579831765,1
280,7,0.9000877133246294,1.7158937434046255,1.7803390108965809,-0.03895308373766454,-0.07362971867228649,NA,0
280,8,1.6027804658916083,1.657200633141287,1.7158937434046255,0.2479118298054658,-0.03895308373766454,NA,0
280,9,1.552887018891589,1.6544667425307316,1.657200633141287,0.19681333580127292,0.2479118298054658,NA,0
280,10,0.18548333481070794,1.6420191170945313,1.6544667425307316,-0.30499109866069823,0.19681333580127292,1.010242791746178,1
281,1,1.2643411783282272,1.4120369818409406,NA,0.2169931677827181,NA,2.5122330195394396,1
281,2,0.6433024845235804,1.4149024925285931,1.4120369818409406,-0.026930749177785093,0.2169931677827181,NA,0
281,3,2.092866203481499,1.356698207208071,1.4149024925285931,0.4224094049586786,-0.026930749177785093,2.6665846319409434,1
281,4,1.884180845411844,1.4138102998843403,1.356698207208071,0.3805524711044894,0.4224094049586786,2.661286458533098,1
281,5,1.3730844135690372,1.4554856814209636,1.4138102998843403,0.2297019038721638,0.3805524711044894,2.2731704047353376,1
281,6,1.5547511869663593,1.45906574102893,1.4554856814209636,0.22768251739410722,0.2297019038721638,NA,0
281,7,0.8215244228704385,1.461987032650424,1.45906574102893,0.022637678226561226,0.22768251739410722,1.7560422787822318,1
281,8,0.9362109867874171,1.4162015466370033,1.461987032650424,0.09721698253616577,0.022637678226561226,NA,0
281,9,0.5504149228185629,1.3894346233879271,1.4162015466370033,-0.019161798662706668,0.09721698253616577,1.450077138277005,1
281,10,0.9784184158791915,1.333101883887099,1.3894346233879271,0.05757888140289896,-0.019161798662706668,1.626377753467845,1
282,1,-0.40532804432635,0.16868529890720274,NA,-0.008634424463282317,NA,0.9548116403279976,1
282,2,1.3854035971728342,0.10968433083718837,0.16868529890720274,0.15160250606459194,-0.008634424463282317,2.2732751712424655,1
282,3,1.7182248303653593,0.19205071632193385,0.10968433083718837,0.18533110625260366,0.15160250606459194,2.6422239248140365,1
282,4,1.8513201285399445,0.29003665655275446,0.19205071632193385,0.21533649895809104,0.18533110625260366,2.6421336679535403,1
282,5,1.7327339047573946,0.39540746772883884,0.29003665655275446,0.2259878053950754,0.21533649895809104,2.943737215162472,1
282,6,0.10740251599772391,0.4926988218403684,0.39540746772883884,0.02789881902387713,0.2259878053950754,1.0073616886037868,1
282,7,1.1122952510272546,0.4591890775699433,0.4926988218403684,0.15036196818914,0.02789881902387713,1.9155518279066115,1
282,8,1.5422929957173865,0.5032041029390282,0.4591890775699433,0.21530678916992846,0.15036196818914,2.561079056927944,1
282,9,1.7446007508695809,0.5803247740687103,0.5032041029390282,0.2536258531628463,0.21530678916992846,2.547288616978812,1
282,10,2.479339477012444,0.6682977284640568,0.5803247740687103,0.3821241736003623,0.2536258531628463,NA,0
283,1,0.9284334241908632,0.7153468281972596,NA,0.14371302898011087,NA,1.9822039440012105,1
283,2,0.6216741411574805,0.7354228506738556,0.7153468281972596,0.06789182983115241,0.14371302898011087,1.3412292898830482,1
283,3,2.53747198690244,0.7178093804688813,0.7354228506738556,0.39813526291675855,0.06789182983115241,3.5909718318564794,1
283,4,0.7615643238271064,0.8525310157072454,0.7178093804688813,0.0947585037229589,0.39813526291675855,1.6450472977472717,1
283,5,2.1715282177377935,0.8428834470808221,0.8525310157072454,0.3400035724168174,0.0947585037229589,NA,0
283,6,0.6766148290016644,0.934879494361791,0.8428834470808221,0.07581929609025205,0.3400035724168174,1.7449445053664023,1
283,7,1.5915937774391857,0.9144412196233092,0.934879494361791,0.25061741354309075,0.07581929609025205,2.596892100220492,1
283,8,1.2451352233508284,0.9636432465568788,0.9144412196233092,0.18255140381456167,0.25061741354309075,1.9537756528829804,1
283,9,1.1573328017164843,0.9830962469102057,0.9636432465568788,0.175463850828875,0.18255140381456167,2.2885650017175907,1
283,10,1.418907956831122,0.9986249965487105,0.9830962469102057,0.24533321165537428,0.175463850828875,NA,0
284,1,1.5034505850642759,1.3177569086447631,NA,0.2756076183281399,NA,NA,0
284,2,0.9162992254103985,1.3412681956845125,1.3177569086447631,0.05918001101426754,0.2756076183281399,1.9158482816435243,1
284,3,0.2854764483683425,1.3061345646301494,1.3412681956845125,-0.11588374600897398,0.05918001101426754,1.1202544018527723,1
284,4,-0.30174136825460524,1.2212421886661788,1.3061345646301494,-0.24765228085685304,-0.11588374600897398,0.4458471935199848,1
284,5,0.6163061554680235,1.0899669248474069,1.2212421886661788,0.024692588121847114,-0.24765228085685304,1.5040959515729715,1
284,6,1.1623615692256966,1.0473749585959,1.0899669248474069,0.17041982310899334,0.024692588121847114,NA,0
284,7,0.9171392387281613,1.0571203999343797,1.0473749585959,0.13333510957739303,0.17041982310899334,1.8738767665881049,1
284,8,1.544232449591309,1.0534415788346763,1.0571203999343797,0.25932679971895634,0.13333510957739303,2.406627122338208,1
284,9,1.82076887784406,1.0930818733587881,1.0534415788346763,0.30350475062138454,0.25932679971895634,2.7022321269362806,1
284,10,0.7503459255143302,1.1435176376837193,1.0930818733587881,0.08478954903731434,0.30350475062138454,1.7380133223616785,1
285,1,0.4163478344477886,1.0218610037889289,NA,-0.02008459599971999,NA,1.0446165938527208,1
285,2,0.7690841998858318,0.962929201628225,1.0218610037889289,0.08309766270786276,-0.02008459599971999,1.464073120843697,1
285,3,1.055403368086108,0.9444845810061809,0.962929201628225,0.14035715136539023,0.08309766270786276,2.068190714561447,1
285,4,0.4651252075613864,0.9490561979819194,0.9444845810061809,0.04321644271012927,0.14035715136539023,1.5333512575696193,1
285,5,-0.007999110426116368,0.915219492168186,0.9490561979819194,-0.068944282683829,0.04321644271012927,1.0175681967207058,1
285,6,0.7030233003374494,0.8344352991481058,0.915219492168186,0.09046179212019055,-0.068944282683829,1.4324791325456983,1
285,7,0.3872413219171878,0.8236485643247079,0.8344352991481058,0.021300196842151606,0.09046179212019055,1.1132784686236015,1
285,8,0.417814312470704,0.7821462499973018,0.8236485643247079,0.030719095915889172,0.021300196842151606,1.0658014222662806,1
285,9,0.8795690733757879,0.7455358197283273,0.7821462499973018,0.13646824094871182,0.030719095915889172,2.20515861326901,1
285,10,0.29286213665457067,0.7601795258107331,0.7455358197283273,0.024847309959570636,0.13646824094871182,1.2360168818576258,1
286,1,1.2042536472501946,1.1740061518306535,NA,0.15523487943051764,NA,2.0358591683011364,1
286,2,1.2983860442650843,1.1719912686389846,1.1740061518306535,0.20001911998701624,0.15523487943051764,2.291179102670532,1
286,3,1.055748567721267,1.1838761911725486,1.1719912686389846,0.1368150155174931,0.20001911998701624,NA,0
286,4,2.0721480662605596,1.175720730012202,1.1838761911725486,0.39078553977697633,0.1368150155174931,2.8167655874616573,1
286,5,0.7304587574669803,1.243935339681167,1.175720730012202,0.04669363935377617,0.39078553977697633,1.8566562641794875,1
286,6,1.952782041365041,1.2067103379164754,1.243935339681167,0.3445170814516003,0.04669363935377617,NA,0
286,7,1.4565415490608407,1.258422489143306,1.2067103379164754,0.24093442549169258,0.3445170814516003,2.2857772243129912,1
286,8,0.8778058549720666,1.2767042696284079,1.258422489143306,0.07496509441294039,0.24093442549169258,1.655289090762432,1
286,9,0.2969603766635635,1.2471847226000925,1.2767042696284079,-0.07322975325291001,0.07496509441294039,1.6985601055137427,1
286,10,0.27846972337117526,1.1734953125958856,1.2471847226000925,-0.06264090320294129,-0.07322975325291001,1.4394470568664481,1
287,1,3.7849828503916383,2.2297967744352074,NA,1.7673847645769387,NA,NA,0
287,2,3.4840214950015023,2.3608976087056135,2.2297967744352074,1.6497992674805868,1.7673847645769387,NA,0
287,3,3.435667761430725,2.4613171257049826,2.3608976087056135,1.5874441060552351,1.6497992674805868,NA,0
287,4,2.522005994642517,2.5433068850778526,2.4613171257049826,0.743030161745507,1.5874441060552351,NA,0
287,5,2.450930699997305,2.5516783960014227,2.5433068850778526,0.7633554768172749,0.743030161745507,NA,0
287,6,2.4856656022236274,2.5611376281253557,2.5516783960014227,0.6833867088118553,0.7633554768172749,NA,0
287,7,3.015679427914376,2.5639027681265385,2.5611376281253557,1.3905700479350018,0.6833867088118553,NA,0
287,8,3.026200263628186,2.6194121513298825,2.5639027681265385,1.2683642402088842,1.3905700479350018,NA,0
287,9,2.0686177729036173,2.660932953807494,2.6194121513298825,0.2573758243011465,1.2683642402088842,NA,0
287,10,1.5497155448119304,2.628395498686712,2.660932953807494,-0.35923566502801024,0.2573758243011465,NA,0
288,1,-0.23754327270075556,0.5908098378001653,NA,-0.052474389615957164,NA,0.5281635181947024,1
288,2,-1.079379032774365,0.5084446263939787,0.5908098378001653,-0.12769644651335726,-0.052474389615957164,0.2510991543685747,1
288,3,-0.3150709818774184,0.3728533855074565,0.5084446263939787,-0.018110867747282093,-0.12769644651335726,0.699597175597535,1
288,4,-0.562662106504793,0.30834243336389433,0.3728533855074565,-0.036477189303586004,-0.018110867747282093,0.33248620255048933,1
288,5,-0.10348856025955672,0.22843471075318358,0.30834243336389433,0.02099907057453708,-0.036477189303586004,0.9521512116308419,1
288,6,0.37900358604827156,0.1945786101067854,0.22843471075318358,0.0773683987934994,0.02099907057453708,NA,0
288,7,0.29207357332692097,0.20817400437890818,0.1945786101067854,0.05742730986932368,0.0773683987934994,1.3911192244082733,1
288,8,0.7362052465912463,0.20480307900723987,0.20817400437890818,0.10313286871377234,0.05742730986932368,1.5994779546366262,1
288,9,1.3150713271469365,0.23827021535793289,0.20480307900723987,0.15543054963150144,0.10313286871377234,2.146711241190568,1
288,10,1.184065597549036,0.3082417736060126,0.23827021535793289,0.15612454201356046,0.15543054963150144,2.3551607795296965,1
289,1,1.3354194224698703,-0.0566000574645682,NA,0.14464979960588648,NA,2.5999347538377053,1
289,2,1.1887729358502215,0.04149997084576334,-0.0566000574645682,0.1321347461548373,0.14464979960588648,2.0193075407069974,1
289,3,1.2575425253783608,0.11545964627071244,0.04149997084576334,0.15419352926477145,0.1321347461548373,2.2714610122180665,1
289,4,0.40407162171413974,0.1992305319521488,0.11545964627071244,0.061355678443658565,0.15419352926477145,0.8889408849721435,1
289,5,-0.3293318692579421,0.19950294382676434,0.1992305319521488,-0.002666134469126692,0.061355678443658565,0.7087809959890711,1
289,6,-0.18879945972974177,0.14590812765429376,0.19950294382676434,0.019142850582892747,-0.002666134469126692,0.7497981524631234,1
289,7,-1.562821435846912,0.11187963170242478,0.14590812765429376,-0.10507752451408144,0.019142850582892747,-0.8240535358005111,1
289,8,-0.9810575608989802,-0.04355301308635185,0.11187963170242478,-0.028195197963394012,-0.10507752451408144,0.13965651912109892,1
289,9,-1.0952922109213081,-0.1263373194844743,-0.04355301308635185,-0.02879592897824657,-0.028195197963394012,-0.4444360276237097,1
289,10,0.18219534235832785,-0.21262938620600746,-0.1263373194844743,0.0582471064410268,-0.02879592897824657,1.122304232459168,1
290,1,0.9899437378507989,1.1368476362152073,NA,0.10629343777566048,NA,1.790250692283873,1
290,2,1.2201689199242065,1.1208219033111577,1.1368476362152073,0.1786404710301029,0.10629343777566048,NA,0
290,3,0.8997700101061007,1.1290270387174526,1.1208219033111577,0.08895777102675953,0.1786404710301029,NA,0
290,4,-0.38883774392279646,1.1075626086095212,1.1290270387174526,-0.19576191918971408,0.08895777102675953,0.6232513896767148,1
290,5,-0.26259954944602965,0.9857649231037942,1.1075626086095212,-0.15537021244713137,-0.19576191918971408,0.1945852928662538,1
290,6,-0.06607728807042093,0.8715015979625892,0.9857649231037942,-0.06553121457422795,-0.15537021244713137,0.8066998254108625,1
290,7,1.0223225721179818,0.7909277724972358,0.8715015979625892,0.1600259981468068,-0.06553121457422795,2.178336881000639,1
290,8,0.8436547274000009,0.8132366841964089,0.7909277724972358,0.11205777198121805,0.1600259981468068,1.7075792534259635,1
290,9,1.7310875541300663,0.8129253522493636,0.8132366841964089,0.28657803840426904,0.11205777198121805,2.5851218995943364,1
290,10,1.4560567999039513,0.8872107372657374,0.8129253522493636,0.2044256232629265,0.28657803840426904,2.9723633308741046,1
291,1,2.0871390954682263,0.656201579378294,NA,0.2964091750423312,NA,2.956659964413712,1
291,2,3.161898801207558,0.7549444972380741,0.656201579378294,0.49960895648978354,0.2964091750423312,NA,0
291,3,2.209772617943875,0.9245476387595091,0.7549444972380741,0.3711191982413101,0.49960895648978354,2.819467433631621,1
291,4,2.6778224771755497,1.017333733061069,0.9245476387595091,0.49797689819454083,0.3711191982413101,NA,0
291,5,1.7418841983722917,1.1395932806059814,1.017333733061069,0.32802164872815565,0.49797689819454083,2.7048810529193705,1
291,6,1.1002539594063743,1.1930868800228818,1.1395932806059814,0.13669278764255713,0.32802164872815565,NA,0
291,7,1.8259490975335713,1.1845068598145538,1.1930868800228818,0.3207413120820992,0.13669278764255713,NA,0
291,8,1.740090488303202,1.2314990301874733,1.1845068598145538,0.301043499194683,0.3207413120820992,2.463591530981158,1
291,9,0.7227207836633628,1.2686608708494558,1.2314990301874733,0.04132813176443203,0.301043499194683,1.8123946653620189,1
291,10,0.48658538506062915,1.2295268248405418,1.2686608708494558,-0.04376544504602498,0.04132813176443203,1.1149766459775587,1
292,1,0.5451481244625754,1.2230205264809328,NA,-0.03066364002286933,NA,1.8710727851953755,1
292,2,0.2857728714900182,1.1621812575976227,1.2230205264809328,-0.09715753238235067,-0.03066364002286933,0.9668174259008243,1
292,3,0.19655356523743325,1.0783743621220125,1.1621812575976227,-0.06577637546148875,-0.09715753238235067,0.9233509749888587,1
292,4,0.7188075555289922,1.0032480356891278,1.0783743621220125,0.06612519526508774,-0.06577637546148875,1.3291861077957003,1
292,5,0.3551648177497699,0.9771578433585048,1.0032480356891278,-0.006540401677252749,0.06612519526508774,1.3752186980080463,1
